REF,LINE,DATE,DOCDAT,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0037811,1,2024-03-13,2024-03-13,400000,K.MANSOURI,utility fee,B0037811D,-19792.43,USD,manual
B0037811,2,2024-03-13,2024-03-13,51410000,K.MANSOURI,utility fee,B0037811D,19792.43,USD,manual
B0037812,1,2024-04-02,2024-04-02,610000,IDOC_AUTO,supplier invoice,B0037812D,-5663.51,USD,system
B0037812,2,2024-04-02,2024-04-02,51410000,IDOC_AUTO,supplier invoice,B0037812D,5663.51,USD,system
B0037813,1,2024-07-06,2024-07-06,610000,S.ELFASI,office supplies,B0037813D,-69751.93,USD,manual
B0037813,2,2024-07-06,2024-07-06,51410000,S.ELFASI,office supplies,B0037813D,69751.93,USD,manual
B0037814,1,2024-01-19,2024-01-19,610000,K.MANSOURI,service fee,B0037814D,-53162.88,USD,manual
B0037814,2,2024-01-19,2024-01-19,51410000,K.MANSOURI,service fee,B0037814D,53162.88,USD,manual
B0037815,1,2024-02-09,2024-02-09,620000,Z.BERRADA,office supplies,B0037815D,-29890.92,USD,manual
B0037815,2,2024-02-09,2024-02-09,51410000,Z.BERRADA,office supplies,B0037815D,29890.92,USD,manual
B0037816,1,2024-10-23,2024-10-23,610000,S.ELFASI,supplier invoice,B0037816D,-18636.41,USD,manual
B0037816,2,2024-10-23,2024-10-23,51410000,S.ELFASI,supplier invoice,B0037816D,18636.41,USD,manual
B0037817,1,2024-07-23,2024-07-23,450000,Z.BERRADA,rent charge,B0037817D,-19918.89,USD,manual
B0037817,2,2024-07-23,2024-07-23,51410000,Z.BERRADA,rent charge,B0037817D,19918.89,USD,manual
B0037818,1,2024-02-08,2024-02-08,620000,S.ELFASI,utility fee,B0037818D,-38087.76,USD,manual
B0037818,2,2024-02-08,2024-02-08,51410000,S.ELFASI,utility fee,B0037818D,38087.76,USD,manual
B0037819,1,2024-03-26,2024-03-26,620000,S.ELFASI,utility fee,B0037819D,-55413.77,USD,manual
B0037819,2,2024-03-26,2024-03-26,51410000,S.ELFASI,utility fee,B0037819D,55413.77,USD,manual
B0037820,1,2024-10-14,2024-10-14,420000,K.MANSOURI,utility fee,B0037820D,-20199.51,USD,manual
B0037820,2,2024-10-14,2024-10-14,51410000,K.MANSOURI,utility fee,B0037820D,20199.51,USD,manual
B0037821,1,2024-06-15,2024-06-15,400000,M.BENNANI,office supplies,B0037821D,-15586.09,USD,manual
B0037821,2,2024-06-15,2024-06-15,51410000,M.BENNANI,office supplies,B0037821D,15586.09,USD,manual
B0037822,1,2024-05-22,2024-05-22,450000,Z.BERRADA,rent charge,B0037822D,-91977.17,USD,manual
B0037822,2,2024-05-22,2024-05-22,51410000,Z.BERRADA,rent charge,B0037822D,91977.17,USD,manual
B0037823,1,2024-12-13,2024-12-13,450000,S.ELFASI,rent charge,B0037823D,-386236.42,USD,manual
B0037823,2,2024-12-13,2024-12-13,51410000,S.ELFASI,rent charge,B0037823D,386236.42,USD,manual
B0037824,1,2024-02-05,2024-02-05,610000,K.MANSOURI,rent charge,B0037824D,-48047.73,USD,manual
B0037824,2,2024-02-05,2024-02-05,51410000,K.MANSOURI,rent charge,B0037824D,48047.73,USD,manual
B0037825,1,2024-09-14,2024-09-14,610000,M.BENNANI,office supplies,B0037825D,-18623.72,USD,manual
B0037825,2,2024-09-14,2024-09-14,51410000,M.BENNANI,office supplies,B0037825D,18623.72,USD,manual
B0037826,1,2024-09-17,2024-09-17,450000,Z.BERRADA,service fee,B0037826D,-79113.60,USD,manual
B0037826,2,2024-09-17,2024-09-17,51410000,Z.BERRADA,service fee,B0037826D,79113.60,USD,manual
B0037827,1,2024-09-11,2024-09-11,400000,WF-BATCH,service fee,B0037827D,-27178.68,USD,system
B0037827,2,2024-09-11,2024-09-11,51410000,WF-BATCH,service fee,B0037827D,27178.68,USD,system
B0037828,1,2024-12-25,2024-12-25,620000,Z.BERRADA,service fee,B0037828D,-47984.39,USD,manual
B0037828,2,2024-12-25,2024-12-25,51410000,Z.BERRADA,service fee,B0037828D,47984.39,USD,manual
B0037829,1,2024-09-11,2024-09-11,420000,SAP_JOB,utility fee,B0037829D,-40585.26,USD,system
B0037829,2,2024-09-11,2024-09-11,51410000,SAP_JOB,utility fee,B0037829D,40585.26,USD,system
B0037830,1,2024-12-01,2024-12-01,420000,K.MANSOURI,supplier invoice,B0037830D,-6372.56,USD,manual
B0037830,2,2024-12-01,2024-12-01,51410000,K.MANSOURI,supplier invoice,B0037830D,6372.56,USD,manual
B0037831,1,2024-01-03,2024-01-03,400000,Z.BERRADA,supplier invoice,B0037831D,-8104.09,USD,manual
B0037831,2,2024-01-03,2024-01-03,51410000,Z.BERRADA,supplier invoice,B0037831D,8104.09,USD,manual
B0037832,1,2024-04-12,2024-04-12,400000,K.MANSOURI,supplier invoice,B0037832D,-39279.81,USD,manual
B0037832,2,2024-04-12,2024-04-12,51410000,K.MANSOURI,supplier invoice,B0037832D,39279.81,USD,manual
B0037833,1,2024-07-19,2024-07-19,400000,H.AITLA,utility fee,B0037833D,-50572.62,USD,manual
B0037833,2,2024-07-19,2024-07-19,51410000,H.AITLA,utility fee,B0037833D,50572.62,USD,manual
B0037834,1,2024-11-17,2024-11-17,450000,K.MANSOURI,rent charge,B0037834D,-28290.06,USD,manual
B0037834,2,2024-11-17,2024-11-17,51410000,K.MANSOURI,rent charge,B0037834D,28290.06,USD,manual
B0037835,1,2024-02-02,2024-02-02,610000,M.BENNANI,rent charge,B0037835D,-40271.83,USD,manual
B0037835,2,2024-02-02,2024-02-02,51410000,M.BENNANI,rent charge,B0037835D,40271.83,USD,manual
B0037836,1,2024-02-13,2024-02-13,620000,M.BENNANI,utility fee,B0037836D,-55168.44,USD,manual
B0037836,2,2024-02-13,2024-02-13,51410000,M.BENNANI,utility fee,B0037836D,55168.44,USD,manual
B0037837,1,2024-11-24,2024-11-24,420000,Z.BERRADA,office supplies,B0037837D,-36545.04,USD,manual
B0037837,2,2024-11-24,2024-11-24,51410000,Z.BERRADA,office supplies,B0037837D,36545.04,USD,manual
B0037838,1,2024-11-04,2024-11-04,420000,H.AITLA,office supplies,B0037838D,-15534.63,USD,manual
B0037838,2,2024-11-04,2024-11-04,51410000,H.AITLA,office supplies,B0037838D,15534.63,USD,manual
B0037839,1,2024-02-21,2024-02-21,620000,M.BENNANI,office supplies,B0037839D,-16377.13,USD,manual
B0037839,2,2024-02-21,2024-02-21,51410000,M.BENNANI,office supplies,B0037839D,16377.13,USD,manual
B0037840,1,2024-07-06,2024-07-06,400000,S.ELFASI,utility fee,B0037840D,-33429.74,USD,manual
B0037840,2,2024-07-06,2024-07-06,51410000,S.ELFASI,utility fee,B0037840D,33429.74,USD,manual
B0037841,1,2024-09-25,2024-09-25,610000,S.ELFASI,supplier invoice,B0037841D,-8212.52,USD,manual
B0037841,2,2024-09-25,2024-09-25,51410000,S.ELFASI,supplier invoice,B0037841D,8212.52,USD,manual
B0037842,1,2024-09-12,2024-09-12,620000,S.ELFASI,supplier invoice,B0037842D,-80732.98,USD,manual
B0037842,2,2024-09-12,2024-09-12,51410000,S.ELFASI,supplier invoice,B0037842D,80732.98,USD,manual
B0037843,1,2024-08-20,2024-08-20,610000,S.ELFASI,office supplies,B0037843D,-16565.61,USD,manual
B0037843,2,2024-08-20,2024-08-20,51410000,S.ELFASI,office supplies,B0037843D,16565.61,USD,manual
B0037844,1,2024-03-03,2024-03-03,420000,K.MANSOURI,utility fee,B0037844D,-14532.96,USD,manual
B0037844,2,2024-03-03,2024-03-03,51410000,K.MANSOURI,utility fee,B0037844D,14532.96,USD,manual
B0037845,1,2024-05-01,2024-05-01,420000,M.BENNANI,rent charge,B0037845D,-16276.98,USD,manual
B0037845,2,2024-05-01,2024-05-01,51410000,M.BENNANI,rent charge,B0037845D,16276.98,USD,manual
B0037846,1,2024-01-05,2024-01-05,420000,K.MANSOURI,service fee,B0037846D,-16286.87,USD,manual
B0037846,2,2024-01-05,2024-01-05,51410000,K.MANSOURI,service fee,B0037846D,16286.87,USD,manual
B0037847,1,2024-01-23,2024-01-23,400000,S.ELFASI,utility fee,B0037847D,-29672.14,USD,manual
B0037847,2,2024-01-23,2024-01-23,51410000,S.ELFASI,utility fee,B0037847D,29672.14,USD,manual
B0037848,1,2024-03-20,2024-03-20,620000,WF-BATCH,utility fee,B0037848D,-8187.24,USD,system
B0037848,2,2024-03-20,2024-03-20,51410000,WF-BATCH,utility fee,B0037848D,8187.24,USD,system
B0037849,1,2024-09-04,2024-09-04,400000,K.MANSOURI,utility fee,B0037849D,-20061.16,USD,manual
B0037849,2,2024-09-04,2024-09-04,51410000,K.MANSOURI,utility fee,B0037849D,20061.16,USD,manual
B0037850,1,2024-08-08,2024-08-08,420000,H.AITLA,supplier invoice,B0037850D,-14167.69,USD,manual
B0037850,2,2024-08-08,2024-08-08,51410000,H.AITLA,supplier invoice,B0037850D,14167.69,USD,manual
B0037851,1,2024-10-21,2024-10-21,400000,K.MANSOURI,service fee,B0037851D,-12205.11,USD,manual
B0037851,2,2024-10-21,2024-10-21,51410000,K.MANSOURI,service fee,B0037851D,12205.11,USD,manual
B0037852,1,2024-11-19,2024-11-19,620000,S.ELFASI,rent charge,B0037852D,-23811.08,USD,manual
B0037852,2,2024-11-19,2024-11-19,51410000,S.ELFASI,rent charge,B0037852D,23811.08,USD,manual
B0037853,1,2024-04-05,2024-04-05,610000,H.AITLA,rent charge,B0037853D,-46994.84,USD,manual
B0037853,2,2024-04-05,2024-04-05,51410000,H.AITLA,rent charge,B0037853D,46994.84,USD,manual
B0037854,1,2024-04-23,2024-04-23,400000,S.ELFASI,supplier invoice,B0037854D,-25786.28,USD,manual
B0037854,2,2024-04-23,2024-04-23,51410000,S.ELFASI,supplier invoice,B0037854D,25786.28,USD,manual
B0037855,1,2024-03-15,2024-03-15,610000,Z.BERRADA,supplier invoice,B0037855D,-3903.54,USD,manual
B0037855,2,2024-03-15,2024-03-15,51410000,Z.BERRADA,supplier invoice,B0037855D,3903.54,USD,manual
B0037856,1,2024-07-21,2024-07-21,610000,Z.BERRADA,office supplies,B0037856D,-82661.21,USD,manual
B0037856,2,2024-07-21,2024-07-21,51410000,Z.BERRADA,office supplies,B0037856D,82661.21,USD,manual
B0037857,1,2024-03-14,2024-03-14,400000,Z.BERRADA,office supplies,B0037857D,-109461.72,USD,manual
B0037857,2,2024-03-14,2024-03-14,51410000,Z.BERRADA,office supplies,B0037857D,109461.72,USD,manual
B0037858,1,2024-01-04,2024-01-04,450000,Z.BERRADA,service fee,B0037858D,-27990.87,USD,manual
B0037858,2,2024-01-04,2024-01-04,51410000,Z.BERRADA,service fee,B0037858D,27990.87,USD,manual
B0037859,1,2024-12-13,2024-12-13,450000,M.BENNANI,office supplies,B0037859D,-871.19,USD,manual
B0037859,2,2024-12-13,2024-12-13,51410000,M.BENNANI,office supplies,B0037859D,871.19,USD,manual
B0037860,1,2024-12-19,2024-12-19,400000,Z.BERRADA,utility fee,B0037860D,-37185.27,USD,manual
B0037860,2,2024-12-19,2024-12-19,51410000,Z.BERRADA,utility fee,B0037860D,37185.27,USD,manual
B0037861,1,2024-03-16,2024-03-16,450000,M.BENNANI,service fee,B0037861D,-14092.02,USD,manual
B0037861,2,2024-03-16,2024-03-16,51410000,M.BENNANI,service fee,B0037861D,14092.02,USD,manual
B0037862,1,2024-06-25,2024-06-25,420000,S.ELFASI,utility fee,B0037862D,-27827.41,USD,manual
B0037862,2,2024-06-25,2024-06-25,51410000,S.ELFASI,utility fee,B0037862D,27827.41,USD,manual
B0037863,1,2024-06-10,2024-06-10,450000,Z.BERRADA,rent charge,B0037863D,-22421.02,USD,manual
B0037863,2,2024-06-10,2024-06-10,51410000,Z.BERRADA,rent charge,B0037863D,22421.02,USD,manual
B0037864,1,2024-01-12,2024-01-12,620000,WF-BATCH,service fee,B0037864D,-5654.43,USD,system
B0037864,2,2024-01-12,2024-01-12,51410000,WF-BATCH,service fee,B0037864D,5654.43,USD,system
B0037865,1,2024-12-09,2024-12-09,400000,Z.BERRADA,rent charge,B0037865D,-98411.38,USD,manual
B0037865,2,2024-12-09,2024-12-09,51410000,Z.BERRADA,rent charge,B0037865D,98411.38,USD,manual
B0037866,1,2024-12-22,2024-12-22,400000,SAP_JOB,office supplies,B0037866D,-25059.65,USD,system
B0037866,2,2024-12-22,2024-12-22,51410000,SAP_JOB,office supplies,B0037866D,25059.65,USD,system
B0037867,1,2024-03-01,2024-03-01,450000,S.ELFASI,supplier invoice,B0037867D,-15888.08,USD,manual
B0037867,2,2024-03-01,2024-03-01,51410000,S.ELFASI,supplier invoice,B0037867D,15888.08,USD,manual
B0037868,1,2024-02-12,2024-02-12,620000,M.BENNANI,supplier invoice,B0037868D,-23758.02,USD,manual
B0037868,2,2024-02-12,2024-02-12,51410000,M.BENNANI,supplier invoice,B0037868D,23758.02,USD,manual
B0037869,1,2024-03-14,2024-03-14,620000,WF-BATCH,service fee,B0037869D,-24507.70,USD,system
B0037869,2,2024-03-14,2024-03-14,51410000,WF-BATCH,service fee,B0037869D,24507.70,USD,system
B0037870,1,2024-01-23,2024-01-23,420000,K.MANSOURI,rent charge,B0037870D,-8302.96,USD,manual
B0037870,2,2024-01-23,2024-01-23,51410000,K.MANSOURI,rent charge,B0037870D,8302.96,USD,manual
B0037871,1,2024-11-18,2024-11-18,620000,S.ELFASI,rent charge,B0037871D,-25346.92,USD,manual
B0037871,2,2024-11-18,2024-11-18,51410000,S.ELFASI,rent charge,B0037871D,25346.92,USD,manual
B0037872,1,2024-04-13,2024-04-13,620000,Z.BERRADA,office supplies,B0037872D,-106915.11,USD,manual
B0037872,2,2024-04-13,2024-04-13,51410000,Z.BERRADA,office supplies,B0037872D,106915.11,USD,manual
B0037873,1,2024-09-14,2024-09-14,620000,H.AITLA,rent charge,B0037873D,-41491.61,USD,manual
B0037873,2,2024-09-14,2024-09-14,51410000,H.AITLA,rent charge,B0037873D,41491.61,USD,manual
B0037874,1,2024-06-08,2024-06-08,610000,M.BENNANI,utility fee,B0037874D,-7591.43,USD,manual
B0037874,2,2024-06-08,2024-06-08,51410000,M.BENNANI,utility fee,B0037874D,7591.43,USD,manual
B0037875,1,2024-06-01,2024-06-01,420000,Z.BERRADA,rent charge,B0037875D,-33803.23,USD,manual
B0037875,2,2024-06-01,2024-06-01,51410000,Z.BERRADA,rent charge,B0037875D,33803.23,USD,manual
B0037876,1,2024-01-21,2024-01-21,450000,K.MANSOURI,office supplies,B0037876D,-1144.85,USD,manual
B0037876,2,2024-01-21,2024-01-21,51410000,K.MANSOURI,office supplies,B0037876D,1144.85,USD,manual
B0037877,1,2024-03-16,2024-03-16,420000,IDOC_AUTO,utility fee,B0037877D,-20514.49,USD,system
B0037877,2,2024-03-16,2024-03-16,51410000,IDOC_AUTO,utility fee,B0037877D,20514.49,USD,system
B0037878,1,2024-09-19,2024-09-19,450000,M.BENNANI,supplier invoice,B0037878D,-83254.81,USD,manual
B0037878,2,2024-09-19,2024-09-19,51410000,M.BENNANI,supplier invoice,B0037878D,83254.81,USD,manual
B0037879,1,2024-11-25,2024-11-25,610000,S.ELFASI,service fee,B0037879D,-12019.30,USD,manual
B0037879,2,2024-11-25,2024-11-25,51410000,S.ELFASI,service fee,B0037879D,12019.30,USD,manual
B0037880,1,2024-06-15,2024-06-15,420000,M.BENNANI,supplier invoice,B0037880D,-6652.81,USD,manual
B0037880,2,2024-06-15,2024-06-15,51410000,M.BENNANI,supplier invoice,B0037880D,6652.81,USD,manual
B0037881,1,2024-11-15,2024-11-15,400000,K.MANSOURI,service fee,B0037881D,-57281.03,USD,manual
B0037881,2,2024-11-15,2024-11-15,51410000,K.MANSOURI,service fee,B0037881D,57281.03,USD,manual
B0037882,1,2024-03-22,2024-03-22,610000,H.AITLA,supplier invoice,B0037882D,-34794.48,USD,manual
B0037882,2,2024-03-22,2024-03-22,51410000,H.AITLA,supplier invoice,B0037882D,34794.48,USD,manual
B0037883,1,2024-07-14,2024-07-14,420000,H.AITLA,supplier invoice,B0037883D,-30341.57,USD,manual
B0037883,2,2024-07-14,2024-07-14,51410000,H.AITLA,supplier invoice,B0037883D,30341.57,USD,manual
B0037884,1,2024-06-04,2024-06-04,400000,K.MANSOURI,rent charge,B0037884D,-34263.41,USD,manual
B0037884,2,2024-06-04,2024-06-04,51410000,K.MANSOURI,rent charge,B0037884D,34263.41,USD,manual
B0037885,1,2024-04-21,2024-04-21,420000,H.AITLA,rent charge,B0037885D,-29532.08,USD,manual
B0037885,2,2024-04-21,2024-04-21,51410000,H.AITLA,rent charge,B0037885D,29532.08,USD,manual
B0037886,1,2024-09-03,2024-09-03,610000,IDOC_AUTO,rent charge,B0037886D,-39874.98,USD,system
B0037886,2,2024-09-03,2024-09-03,51410000,IDOC_AUTO,rent charge,B0037886D,39874.98,USD,system
B0037887,1,2024-04-08,2024-04-08,420000,M.BENNANI,supplier invoice,B0037887D,-297332.42,USD,manual
B0037887,2,2024-04-08,2024-04-08,51410000,M.BENNANI,supplier invoice,B0037887D,297332.42,USD,manual
B0037888,1,2024-03-11,2024-03-11,620000,SAP_JOB,supplier invoice,B0037888D,-41735.80,USD,system
B0037888,2,2024-03-11,2024-03-11,51410000,SAP_JOB,supplier invoice,B0037888D,41735.80,USD,system
B0037889,1,2024-06-06,2024-06-06,610000,Z.BERRADA,rent charge,B0037889D,-15414.53,USD,manual
B0037889,2,2024-06-06,2024-06-06,51410000,Z.BERRADA,rent charge,B0037889D,15414.53,USD,manual
B0037890,1,2024-03-13,2024-03-13,400000,M.BENNANI,utility fee,B0037890D,-108086.22,USD,manual
B0037890,2,2024-03-13,2024-03-13,51410000,M.BENNANI,utility fee,B0037890D,108086.22,USD,manual
B0037891,1,2024-05-01,2024-05-01,610000,K.MANSOURI,rent charge,B0037891D,-58435.71,USD,manual
B0037891,2,2024-05-01,2024-05-01,51410000,K.MANSOURI,rent charge,B0037891D,58435.71,USD,manual
B0037892,1,2024-01-21,2024-01-21,420000,Z.BERRADA,rent charge,B0037892D,-4221.39,USD,manual
B0037892,2,2024-01-21,2024-01-21,51410000,Z.BERRADA,rent charge,B0037892D,4221.39,USD,manual
B0037893,1,2024-07-13,2024-07-13,450000,M.BENNANI,utility fee,B0037893D,-18191.69,USD,manual
B0037893,2,2024-07-13,2024-07-13,51410000,M.BENNANI,utility fee,B0037893D,18191.69,USD,manual
B0037894,1,2024-01-24,2024-01-24,420000,S.ELFASI,service fee,B0037894D,-7371.99,USD,manual
B0037894,2,2024-01-24,2024-01-24,51410000,S.ELFASI,service fee,B0037894D,7371.99,USD,manual
B0037895,1,2024-04-11,2024-04-11,400000,K.MANSOURI,supplier invoice,B0037895D,-112592.79,USD,manual
B0037895,2,2024-04-11,2024-04-11,51410000,K.MANSOURI,supplier invoice,B0037895D,112592.79,USD,manual
B0037896,1,2024-12-21,2024-12-21,420000,Z.BERRADA,supplier invoice,B0037896D,-101407.02,USD,manual
B0037896,2,2024-12-21,2024-12-21,51410000,Z.BERRADA,supplier invoice,B0037896D,101407.02,USD,manual
B0037897,1,2024-08-14,2024-08-14,610000,Z.BERRADA,supplier invoice,B0037897D,-36911.99,USD,manual
B0037897,2,2024-08-14,2024-08-14,51410000,Z.BERRADA,supplier invoice,B0037897D,36911.99,USD,manual
B0037898,1,2024-03-10,2024-03-10,450000,H.AITLA,supplier invoice,B0037898D,-24474.21,USD,manual
B0037898,2,2024-03-10,2024-03-10,51410000,H.AITLA,supplier invoice,B0037898D,24474.21,USD,manual
B0037899,1,2024-07-01,2024-07-01,400000,M.BENNANI,utility fee,B0037899D,-13697.48,USD,manual
B0037899,2,2024-07-01,2024-07-01,51410000,M.BENNANI,utility fee,B0037899D,13697.48,USD,manual
B0037900,1,2024-01-11,2024-01-11,610000,H.AITLA,supplier invoice,B0037900D,-6064.66,USD,manual
B0037900,2,2024-01-11,2024-01-11,51410000,H.AITLA,supplier invoice,B0037900D,6064.66,USD,manual
B0037901,1,2024-12-25,2024-12-25,610000,M.BENNANI,office supplies,B0037901D,-304583.16,USD,manual
B0037901,2,2024-12-25,2024-12-25,51410000,M.BENNANI,office supplies,B0037901D,304583.16,USD,manual
B0037902,1,2024-08-03,2024-08-03,420000,M.BENNANI,supplier invoice,B0037902D,-32073.47,USD,manual
B0037902,2,2024-08-03,2024-08-03,51410000,M.BENNANI,supplier invoice,B0037902D,32073.47,USD,manual
B0037903,1,2024-06-22,2024-06-22,610000,H.AITLA,supplier invoice,B0037903D,-40054.23,USD,manual
B0037903,2,2024-06-22,2024-06-22,51410000,H.AITLA,supplier invoice,B0037903D,40054.23,USD,manual
B0037904,1,2024-10-21,2024-10-21,400000,M.BENNANI,rent charge,B0037904D,-11050.88,USD,manual
B0037904,2,2024-10-21,2024-10-21,51410000,M.BENNANI,rent charge,B0037904D,11050.88,USD,manual
B0037905,1,2024-10-19,2024-10-19,420000,H.AITLA,rent charge,B0037905D,-16507.88,USD,manual
B0037905,2,2024-10-19,2024-10-19,51410000,H.AITLA,rent charge,B0037905D,16507.88,USD,manual
B0037906,1,2024-12-19,2024-12-19,420000,SAP_JOB,supplier invoice,B0037906D,-65752.00,USD,system
B0037906,2,2024-12-19,2024-12-19,51410000,SAP_JOB,supplier invoice,B0037906D,65752.00,USD,system
B0037907,1,2024-01-15,2024-01-15,400000,H.AITLA,utility fee,B0037907D,-112662.52,USD,manual
B0037907,2,2024-01-15,2024-01-15,51410000,H.AITLA,utility fee,B0037907D,112662.52,USD,manual
B0037908,1,2024-11-03,2024-11-03,420000,K.MANSOURI,utility fee,B0037908D,-28597.44,USD,manual
B0037908,2,2024-11-03,2024-11-03,51410000,K.MANSOURI,utility fee,B0037908D,28597.44,USD,manual
B0037909,1,2024-05-08,2024-05-08,450000,S.ELFASI,rent charge,B0037909D,-13876.66,USD,manual
B0037909,2,2024-05-08,2024-05-08,51410000,S.ELFASI,rent charge,B0037909D,13876.66,USD,manual
B0037910,1,2024-05-25,2024-05-25,610000,K.MANSOURI,office supplies,B0037910D,-359198.39,USD,manual
B0037910,2,2024-05-25,2024-05-25,51410000,K.MANSOURI,office supplies,B0037910D,359198.39,USD,manual
B0037911,1,2024-09-05,2024-09-05,450000,H.AITLA,office supplies,B0037911D,-71014.76,USD,manual
B0037911,2,2024-09-05,2024-09-05,51410000,H.AITLA,office supplies,B0037911D,71014.76,USD,manual
B0037912,1,2024-05-23,2024-05-23,610000,H.AITLA,utility fee,B0037912D,-39861.71,USD,manual
B0037912,2,2024-05-23,2024-05-23,51410000,H.AITLA,utility fee,B0037912D,39861.71,USD,manual
B0037913,1,2024-11-02,2024-11-02,620000,SAP_JOB,utility fee,B0037913D,-30915.43,USD,system
B0037913,2,2024-11-02,2024-11-02,51410000,SAP_JOB,utility fee,B0037913D,30915.43,USD,system
B0037914,1,2024-03-06,2024-03-06,450000,S.ELFASI,office supplies,B0037914D,-26446.57,USD,manual
B0037914,2,2024-03-06,2024-03-06,51410000,S.ELFASI,office supplies,B0037914D,26446.57,USD,manual
B0037915,1,2024-02-12,2024-02-12,610000,M.BENNANI,utility fee,B0037915D,-27053.28,USD,manual
B0037915,2,2024-02-12,2024-02-12,51410000,M.BENNANI,utility fee,B0037915D,27053.28,USD,manual
B0037916,1,2024-05-01,2024-05-01,450000,S.ELFASI,utility fee,B0037916D,-112099.74,USD,manual
B0037916,2,2024-05-01,2024-05-01,51410000,S.ELFASI,utility fee,B0037916D,112099.74,USD,manual
B0037917,1,2024-10-01,2024-10-01,400000,S.ELFASI,service fee,B0037917D,-272258.80,USD,manual
B0037917,2,2024-10-01,2024-10-01,51410000,S.ELFASI,service fee,B0037917D,272258.80,USD,manual
B0037918,1,2024-08-16,2024-08-16,450000,K.MANSOURI,utility fee,B0037918D,-9197.45,USD,manual
B0037918,2,2024-08-16,2024-08-16,51410000,K.MANSOURI,utility fee,B0037918D,9197.45,USD,manual
B0037919,1,2024-07-01,2024-07-01,420000,Z.BERRADA,office supplies,B0037919D,-109882.20,USD,manual
B0037919,2,2024-07-01,2024-07-01,51410000,Z.BERRADA,office supplies,B0037919D,109882.20,USD,manual
B0037920,1,2024-08-07,2024-08-07,610000,WF-BATCH,office supplies,B0037920D,-21194.34,USD,system
B0037920,2,2024-08-07,2024-08-07,51410000,WF-BATCH,office supplies,B0037920D,21194.34,USD,system
B0037921,1,2024-12-21,2024-12-21,610000,H.AITLA,utility fee,B0037921D,-3482.51,USD,manual
B0037921,2,2024-12-21,2024-12-21,51410000,H.AITLA,utility fee,B0037921D,3482.51,USD,manual
B0037922,1,2024-11-16,2024-11-16,610000,K.MANSOURI,utility fee,B0037922D,-87714.91,USD,manual
B0037922,2,2024-11-16,2024-11-16,51410000,K.MANSOURI,utility fee,B0037922D,87714.91,USD,manual
B0037923,1,2024-04-04,2024-04-04,620000,K.MANSOURI,supplier invoice,B0037923D,-30453.30,USD,manual
B0037923,2,2024-04-04,2024-04-04,51410000,K.MANSOURI,supplier invoice,B0037923D,30453.30,USD,manual
B0037924,1,2024-09-18,2024-09-18,610000,K.MANSOURI,utility fee,B0037924D,-50782.69,USD,manual
B0037924,2,2024-09-18,2024-09-18,51410000,K.MANSOURI,utility fee,B0037924D,50782.69,USD,manual
B0037925,1,2024-02-16,2024-02-16,450000,IDOC_AUTO,service fee,B0037925D,-34161.96,USD,system
B0037925,2,2024-02-16,2024-02-16,51410000,IDOC_AUTO,service fee,B0037925D,34161.96,USD,system
B0037926,1,2024-05-24,2024-05-24,610000,WF-BATCH,service fee,B0037926D,-27070.57,USD,system
B0037926,2,2024-05-24,2024-05-24,51410000,WF-BATCH,service fee,B0037926D,27070.57,USD,system
B0037927,1,2024-01-08,2024-01-08,610000,Z.BERRADA,utility fee,B0037927D,-108050.85,USD,manual
B0037927,2,2024-01-08,2024-01-08,51410000,Z.BERRADA,utility fee,B0037927D,108050.85,USD,manual
B0037928,1,2024-05-12,2024-05-12,450000,H.AITLA,service fee,B0037928D,-3121.37,USD,manual
B0037928,2,2024-05-12,2024-05-12,51410000,H.AITLA,service fee,B0037928D,3121.37,USD,manual
B0037929,1,2024-06-16,2024-06-16,420000,K.MANSOURI,utility fee,B0037929D,-101958.28,USD,manual
B0037929,2,2024-06-16,2024-06-16,51410000,K.MANSOURI,utility fee,B0037929D,101958.28,USD,manual
B0037930,1,2024-02-07,2024-02-07,400000,M.BENNANI,service fee,B0037930D,-93923.45,USD,manual
B0037930,2,2024-02-07,2024-02-07,51410000,M.BENNANI,service fee,B0037930D,93923.45,USD,manual
B0037931,1,2024-07-21,2024-07-21,420000,H.AITLA,supplier invoice,B0037931D,-25408.06,USD,manual
B0037931,2,2024-07-21,2024-07-21,51410000,H.AITLA,supplier invoice,B0037931D,25408.06,USD,manual
B0037932,1,2024-11-18,2024-11-18,610000,Z.BERRADA,service fee,B0037932D,-18430.88,USD,manual
B0037932,2,2024-11-18,2024-11-18,51410000,Z.BERRADA,service fee,B0037932D,18430.88,USD,manual
B0037933,1,2024-02-06,2024-02-06,400000,H.AITLA,office supplies,B0037933D,-12219.97,USD,manual
B0037933,2,2024-02-06,2024-02-06,51410000,H.AITLA,office supplies,B0037933D,12219.97,USD,manual
B0037934,1,2024-11-13,2024-11-13,420000,H.AITLA,supplier invoice,B0037934D,-61767.91,USD,manual
B0037934,2,2024-11-13,2024-11-13,51410000,H.AITLA,supplier invoice,B0037934D,61767.91,USD,manual
B0037935,1,2024-12-10,2024-12-10,620000,K.MANSOURI,utility fee,B0037935D,-8664.35,USD,manual
B0037935,2,2024-12-10,2024-12-10,51410000,K.MANSOURI,utility fee,B0037935D,8664.35,USD,manual
B0037936,1,2024-10-07,2024-10-07,400000,IDOC_AUTO,office supplies,B0037936D,-25375.44,USD,system
