ENTRY,LINE,POST_DATE,ACCOUNT,USER,DESCR,DOC,AMOUNT,CURRENCY,ENTRY_TYPE
JE003073,1,2026-04-08,1200,SAPUSER,Customer billing,INV-000928,1210.19,USD,system
JE003073,2,2026-04-08,4000,SAPUSER,Customer billing,INV-000928,-1210.19,USD,system
JE003074,1,2026-04-08,1200,SAPUSER,Billing document posting,INV-000929,6675.49,USD,system
JE003074,2,2026-04-08,4000,SAPUSER,Billing document posting,INV-000929,-6675.49,USD,system
JE003075,1,2026-04-08,1200,SAPUSER,Customer billing,INV-000930,2820.76,USD,system
JE003075,2,2026-04-08,4000,SAPUSER,Customer billing,INV-000930,-2820.76,USD,system
JE003076,1,2026-04-08,1200,SAPUSER,Billing document posting,INV-000931,7759.91,USD,system
JE003076,2,2026-04-08,4000,SAPUSER,Billing document posting,INV-000931,-7759.91,USD,system
JE003077,1,2026-04-08,1200,SAPUSER,Sales invoice,INV-000932,7656.18,USD,system
JE003077,2,2026-04-08,4000,SAPUSER,Sales invoice,INV-000932,-7656.18,USD,system
JE003078,1,2026-04-08,1200,SAPUSER,Billing document posting,INV-000933,8469.56,USD,system
JE003078,2,2026-04-08,4000,SAPUSER,Billing document posting,INV-000933,-8469.56,USD,system
JE003079,1,2026-04-08,1200,SAPUSER,Customer billing,INV-000934,3938.27,USD,system
JE003079,2,2026-04-08,4000,SAPUSER,Customer billing,INV-000934,-3938.27,USD,system
JE003080,1,2026-04-08,7000,PEREZ_A,Travel expense claim,EXP-000469,26.52,USD,manual
JE003080,2,2026-04-08,1000,PEREZ_A,Travel expense claim,EXP-000469,-26.52,USD,manual
JE003081,1,2026-04-08,6000,MARTIN_B,Office supplies purchase,EXP-000470,25.36,USD,manual
JE003081,2,2026-04-08,1000,MARTIN_B,Office supplies purchase,EXP-000470,-25.36,USD,manual
JE003082,1,2026-04-08,6000,JDOE,Office supplies purchase,EXP-000471,318.90,USD,manual
JE003082,2,2026-04-08,1000,JDOE,Office supplies purchase,EXP-000471,-318.90,USD,manual
JE003083,1,2026-04-08,7000,MARTIN_B,Travel expense claim,EXP-000472,338.52,USD,manual
JE003083,2,2026-04-08,1000,MARTIN_B,Travel expense claim,EXP-000472,-338.52,USD,manual
JE003084,1,2026-04-08,7000,JDOE,Travel expense claim,EXP-000473,107.66,USD,manual
JE003084,2,2026-04-08,1000,JDOE,Travel expense claim,EXP-000473,-107.66,USD,manual
JE003085,1,2026-04-08,6000,MARTIN_B,Office supplies purchase,EXP-001378,260.80,USD,manual
JE003085,2,2026-04-08,1000,MARTIN_B,Office supplies purchase,EXP-001378,-260.80,USD,manual
JE003086,1,2026-04-08,7000,PEREZ_A,Travel expense claim,EXP-001379,401.72,USD,manual
JE003086,2,2026-04-08,1000,PEREZ_A,Travel expense claim,EXP-001379,-401.72,USD,manual
JE003087,1,2026-04-08,7000,MARTIN_B,Travel expense claim,EXP-001380,286.88,USD,manual
JE003087,2,2026-04-08,1000,MARTIN_B,Travel expense claim,EXP-001380,-286.88,USD,manual
JE003088,1,2026-04-08,6000,PEREZ_A,Office supplies purchase,EXP-001381,458.14,USD,manual
JE003088,2,2026-04-08,1000,PEREZ_A,Office supplies purchase,EXP-001381,-458.14,USD,manual
JE003089,1,2026-04-08,7000,PEREZ_A,Travel expense claim,EXP-001382,378.85,USD,manual
JE003089,2,2026-04-08,1000,PEREZ_A,Travel expense claim,EXP-001382,-378.85,USD,manual
JE003090,1,2026-04-08,6000,PEREZ_A,Office supplies purchase,EXP-001383,259.85,USD,manual
JE003090,2,2026-04-08,1000,PEREZ_A,Office supplies purchase,EXP-001383,-259.85,USD,manual
JE003091,1,2026-04-08,6000,JDOE,Office supplies purchase,EXP-001384,136.49,USD,manual
JE003091,2,2026-04-08,1000,JDOE,Office supplies purchase,EXP-001384,-136.49,USD,manual
JE003092,1,2026-04-08,7000,SMITH_C,Travel expense claim,EXP-001385,251.93,USD,manual
JE003092,2,2026-04-08,1000,SMITH_C,Travel expense claim,EXP-001385,-251.93,USD,manual
JE003093,1,2026-04-09,1200,SAPUSER,Billing document posting,INV-000935,4903.28,USD,system
JE003093,2,2026-04-09,4000,SAPUSER,Billing document posting,INV-000935,-4903.28,USD,system
JE003094,1,2026-04-09,1200,SAPUSER,Customer billing,INV-000936,7635.94,USD,system
JE003094,2,2026-04-09,4000,SAPUSER,Customer billing,INV-000936,-7635.94,USD,system
JE003095,1,2026-04-09,1200,SAPUSER,Customer billing,INV-000937,1997.27,USD,system
JE003095,2,2026-04-09,4000,SAPUSER,Customer billing,INV-000937,-1997.27,USD,system
JE003096,1,2026-04-09,1200,SAPUSER,Sales invoice,INV-000938,7794.10,USD,system
JE003096,2,2026-04-09,4000,SAPUSER,Sales invoice,INV-000938,-7794.10,USD,system
JE003097,1,2026-04-09,1200,SAPUSER,Billing document posting,INV-000939,5358.58,USD,system
JE003097,2,2026-04-09,4000,SAPUSER,Billing document posting,INV-000939,-5358.58,USD,system
JE003098,1,2026-04-09,1200,SAPUSER,Billing document posting,INV-000940,1429.63,USD,system
JE003098,2,2026-04-09,4000,SAPUSER,Billing document posting,INV-000940,-1429.63,USD,system
JE003099,1,2026-04-09,1200,SAPUSER,Customer billing,INV-000941,7202.45,USD,system
JE003099,2,2026-04-09,4000,SAPUSER,Customer billing,INV-000941,-7202.45,USD,system
JE003100,1,2026-04-09,1200,SAPUSER,Sales invoice,INV-000942,3099.01,USD,system
JE003100,2,2026-04-09,4000,SAPUSER,Sales invoice,INV-000942,-3099.01,USD,system
JE003101,1,2026-04-09,1200,SAPUSER,Sales invoice,INV-000943,7724.75,USD,system
JE003101,2,2026-04-09,4000,SAPUSER,Sales invoice,INV-000943,-7724.75,USD,system
JE003102,1,2026-04-09,1200,SAPUSER,Billing document posting,INV-000944,4105.87,USD,system
JE003102,2,2026-04-09,4000,SAPUSER,Billing document posting,INV-000944,-4105.87,USD,system
JE003103,1,2026-04-09,6000,SMITH_C,Office supplies purchase,EXP-000474,360.86,USD,manual
JE003103,2,2026-04-09,1000,SMITH_C,Office supplies purchase,EXP-000474,-360.86,USD,manual
JE003104,1,2026-04-09,6000,MARTIN_B,Office supplies purchase,EXP-000475,443.01,USD,manual
JE003104,2,2026-04-09,1000,MARTIN_B,Office supplies purchase,EXP-000475,-443.01,USD,manual
JE003105,1,2026-04-09,7000,SMITH_C,Travel expense claim,EXP-001386,171.44,USD,manual
JE003105,2,2026-04-09,1000,SMITH_C,Travel expense claim,EXP-001386,-171.44,USD,manual
JE003106,1,2026-04-09,7000,JDOE,Travel expense claim,EXP-001387,74.76,USD,manual
JE003106,2,2026-04-09,1000,JDOE,Travel expense claim,EXP-001387,-74.76,USD,manual
JE003107,1,2026-04-10,1400,BATCHRUN,Intercompany settlement,IC-0025,2340.20,USD,system
JE003107,2,2026-04-10,2050,BATCHRUN,Intercompany settlement,IC-0025,-2340.20,USD,system
JE003108,1,2026-04-10,1200,SAPUSER,Billing document posting,INV-000945,4971.15,USD,system
JE003108,2,2026-04-10,4000,SAPUSER,Billing document posting,INV-000945,-4971.15,USD,system
JE003109,1,2026-04-10,1200,SAPUSER,Customer billing,INV-000946,961.65,USD,system
JE003109,2,2026-04-10,4000,SAPUSER,Customer billing,INV-000946,-961.65,USD,system
JE003110,1,2026-04-10,1200,SAPUSER,Billing document posting,INV-000947,4311.53,USD,system
JE003110,2,2026-04-10,4000,SAPUSER,Billing document posting,INV-000947,-4311.53,USD,system
JE003111,1,2026-04-10,1200,SAPUSER,Customer billing,INV-000948,3280.99,USD,system
JE003111,2,2026-04-10,4000,SAPUSER,Customer billing,INV-000948,-3280.99,USD,system
JE003112,1,2026-04-10,1200,SAPUSER,Customer billing,INV-000949,2087.69,USD,system
JE003112,2,2026-04-10,4000,SAPUSER,Customer billing,INV-000949,-2087.69,USD,system
JE003113,1,2026-04-10,1200,SAPUSER,Sales invoice,INV-000950,2770.09,USD,system
JE003113,2,2026-04-10,4000,SAPUSER,Sales invoice,INV-000950,-2770.09,USD,system
JE003114,1,2026-04-10,1200,SAPUSER,Sales invoice,INV-000951,7997.26,USD,system
JE003114,2,2026-04-10,4000,SAPUSER,Sales invoice,INV-000951,-7997.26,USD,system
JE003115,1,2026-04-10,1200,SAPUSER,Sales invoice,INV-000952,3781.69,USD,system
JE003115,2,2026-04-10,4000,SAPUSER,Sales invoice,INV-000952,-3781.69,USD,system
JE003116,1,2026-04-10,1200,SAPUSER,Billing document posting,INV-000953,6924.29,USD,system
JE003116,2,2026-04-10,4000,SAPUSER,Billing document posting,INV-000953,-6924.29,USD,system
JE003117,1,2026-04-10,1200,SAPUSER,Sales invoice,INV-000954,5252.13,USD,system
JE003117,2,2026-04-10,4000,SAPUSER,Sales invoice,INV-000954,-5252.13,USD,system
JE003118,1,2026-04-10,1200,SAPUSER,Customer billing,INV-000955,7217.48,USD,system
JE003118,2,2026-04-10,4000,SAPUSER,Customer billing,INV-000955,-7217.48,USD,system
JE003119,1,2026-04-10,1200,SAPUSER,Customer billing,INV-000956,5395.60,USD,system
JE003119,2,2026-04-10,4000,SAPUSER,Customer billing,INV-000956,-5395.60,USD,system
JE003120,1,2026-04-10,1200,SAPUSER,Customer billing,INV-000957,5856.92,USD,system
JE003120,2,2026-04-10,4000,SAPUSER,Customer billing,INV-000957,-5856.92,USD,system
JE003121,1,2026-04-10,1200,SAPUSER,Sales invoice,INV-000958,5284.53,USD,system
JE003121,2,2026-04-10,4000,SAPUSER,Sales invoice,INV-000958,-5284.53,USD,system
JE003122,1,2026-04-10,6000,PEREZ_A,Office supplies purchase,EXP-000476,102.16,USD,manual
JE003122,2,2026-04-10,1000,PEREZ_A,Office supplies purchase,EXP-000476,-102.16,USD,manual
JE003123,1,2026-04-10,6000,JONES_M,Office supplies purchase,EXP-000477,200.37,USD,manual
JE003123,2,2026-04-10,1000,JONES_M,Office supplies purchase,EXP-000477,-200.37,USD,manual
JE003124,1,2026-04-10,7000,PEREZ_A,Travel expense claim,EXP-001388,31.91,USD,manual
JE003124,2,2026-04-10,1000,PEREZ_A,Travel expense claim,EXP-001388,-31.91,USD,manual
JE003125,1,2026-04-10,6000,JDOE,Office supplies purchase,EXP-001389,116.17,USD,manual
JE003125,2,2026-04-10,1000,JDOE,Office supplies purchase,EXP-001389,-116.17,USD,manual
JE003126,1,2026-04-10,6000,JONES_M,Office supplies purchase,EXP-001390,366.27,USD,manual
JE003126,2,2026-04-10,1000,JONES_M,Office supplies purchase,EXP-001390,-366.27,USD,manual
JE003127,1,2026-04-10,6000,JDOE,Office supplies purchase,EXP-001391,76.45,USD,manual
JE003127,2,2026-04-10,1000,JDOE,Office supplies purchase,EXP-001391,-76.45,USD,manual
JE003128,1,2026-04-10,7000,JONES_M,Travel expense claim,EXP-001392,333.38,USD,manual
JE003128,2,2026-04-10,1000,JONES_M,Travel expense claim,EXP-001392,-333.38,USD,manual
JE003129,1,2026-04-10,7000,MARTIN_B,Travel expense claim,EXP-001393,88.52,USD,manual
JE003129,2,2026-04-10,1000,MARTIN_B,Travel expense claim,EXP-001393,-88.52,USD,manual
JE003130,1,2026-04-11,7000,JONES_M,Travel expense claim,EXP-001394,93.26,USD,manual
JE003130,2,2026-04-11,1000,JONES_M,Travel expense claim,EXP-001394,-93.26,USD,manual
JE003131,1,2026-04-11,6000,SMITH_C,Office supplies purchase,EXP-001395,87.93,USD,manual
JE003131,2,2026-04-11,1000,SMITH_C,Office supplies purchase,EXP-001395,-87.93,USD,manual
JE003132,1,2026-04-11,6000,SMITH_C,Office supplies purchase,EXP-001396,463.50,USD,manual
JE003132,2,2026-04-11,1000,SMITH_C,Office supplies purchase,EXP-001396,-463.50,USD,manual
JE003133,1,2026-04-12,1200,SAPUSER,Sales invoice,INV-000959,2092.94,USD,system
JE003133,2,2026-04-12,4000,SAPUSER,Sales invoice,INV-000959,-2092.94,USD,system
JE003134,1,2026-04-12,1200,SAPUSER,Billing document posting,INV-000960,2904.54,USD,system
JE003134,2,2026-04-12,4000,SAPUSER,Billing document posting,INV-000960,-2904.54,USD,system
JE003135,1,2026-04-12,1200,SAPUSER,Sales invoice,INV-000961,5779.89,USD,system
JE003135,2,2026-04-12,4000,SAPUSER,Sales invoice,INV-000961,-5779.89,USD,system
JE003136,1,2026-04-12,1200,SAPUSER,Billing document posting,INV-000962,1416.41,USD,system
JE003136,2,2026-04-12,4000,SAPUSER,Billing document posting,INV-000962,-1416.41,USD,system
JE003137,1,2026-04-12,1200,SAPUSER,Sales invoice,INV-000963,2494.71,USD,system
JE003137,2,2026-04-12,4000,SAPUSER,Sales invoice,INV-000963,-2494.71,USD,system
JE003138,1,2026-04-12,1200,SAPUSER,Sales invoice,INV-000964,4378.68,USD,system
JE003138,2,2026-04-12,4000,SAPUSER,Sales invoice,INV-000964,-4378.68,USD,system
JE003139,1,2026-04-12,1200,SAPUSER,Sales invoice,INV-000965,848.01,USD,system
JE003139,2,2026-04-12,4000,SAPUSER,Sales invoice,INV-000965,-848.01,USD,system
JE003140,1,2026-04-12,1200,SAPUSER,Sales invoice,INV-000966,1125.08,USD,system
JE003140,2,2026-04-12,4000,SAPUSER,Sales invoice,INV-000966,-1125.08,USD,system
JE003141,1,2026-04-12,1200,SAPUSER,Billing document posting,INV-000967,5588.13,USD,system
JE003141,2,2026-04-12,4000,SAPUSER,Billing document posting,INV-000967,-5588.13,USD,system
JE003142,1,2026-04-12,1200,SAPUSER,Sales invoice,INV-000968,4055.85,USD,system
JE003142,2,2026-04-12,4000,SAPUSER,Sales invoice,INV-000968,-4055.85,USD,system
JE003143,1,2026-04-12,1200,SAPUSER,Sales invoice,INV-000969,4470.93,USD,system
JE003143,2,2026-04-12,4000,SAPUSER,Sales invoice,INV-000969,-4470.93,USD,system
JE003144,1,2026-04-12,1200,SAPUSER,Customer billing,INV-000970,4518.70,USD,system
JE003144,2,2026-04-12,4000,SAPUSER,Customer billing,INV-000970,-4518.70,USD,system
JE003145,1,2026-04-12,6000,JONES_M,Office supplies purchase,EXP-000478,337.25,USD,manual
JE003145,2,2026-04-12,1000,JONES_M,Office supplies purchase,EXP-000478,-337.25,USD,manual
JE003146,1,2026-04-12,6000,PEREZ_A,Office supplies purchase,EXP-000479,422.49,USD,manual
JE003146,2,2026-04-12,1000,PEREZ_A,Office supplies purchase,EXP-000479,-422.49,USD,manual
JE003147,1,2026-04-12,7000,JDOE,Travel expense claim,EXP-000480,191.87,USD,manual
JE003147,2,2026-04-12,1000,JDOE,Travel expense claim,EXP-000480,-191.87,USD,manual
JE003148,1,2026-04-12,7000,JONES_M,Travel expense claim,EXP-000481,63.30,USD,manual
JE003148,2,2026-04-12,1000,JONES_M,Travel expense claim,EXP-000481,-63.30,USD,manual
JE003149,1,2026-04-12,6000,SMITH_C,Office supplies purchase,EXP-000482,448.14,USD,manual
JE003149,2,2026-04-12,1000,SMITH_C,Office supplies purchase,EXP-000482,-448.14,USD,manual
JE003150,1,2026-04-12,6000,SMITH_C,Office supplies purchase,EXP-000483,280.50,USD,manual
JE003150,2,2026-04-12,1000,SMITH_C,Office supplies purchase,EXP-000483,-280.50,USD,manual
JE003151,1,2026-04-12,6000,MARTIN_B,Office supplies purchase,EXP-001397,314.72,USD,manual
JE003151,2,2026-04-12,1000,MARTIN_B,Office supplies purchase,EXP-001397,-314.72,USD,manual
JE003152,1,2026-04-12,7000,JDOE,Travel expense claim,EXP-001398,203.46,USD,manual
JE003152,2,2026-04-12,1000,JDOE,Travel expense claim,EXP-001398,-203.46,USD,manual
JE003153,1,2026-04-13,1400,BATCHRUN,Intercompany settlement,IC-0026,6308.69,USD,system
JE003153,2,2026-04-13,2050,BATCHRUN,Intercompany settlement,IC-0026,-6308.69,USD,system
JE003154,1,2026-04-13,1200,SAPUSER,Sales invoice,INV-000971,8466.07,USD,system
JE003154,2,2026-04-13,4000,SAPUSER,Sales invoice,INV-000971,-8466.07,USD,system
JE003155,1,2026-04-13,1200,SAPUSER,Customer billing,INV-000972,2259.03,USD,system
JE003155,2,2026-04-13,4000,SAPUSER,Customer billing,INV-000972,-2259.03,USD,system
JE003156,1,2026-04-13,1200,SAPUSER,Billing document posting,INV-000973,1786.41,USD,system
JE003156,2,2026-04-13,4000,SAPUSER,Billing document posting,INV-000973,-1786.41,USD,system
JE003157,1,2026-04-13,1200,SAPUSER,Sales invoice,INV-000974,5473.11,USD,system
JE003157,2,2026-04-13,4000,SAPUSER,Sales invoice,INV-000974,-5473.11,USD,system
JE003158,1,2026-04-13,1200,SAPUSER,Sales invoice,INV-000975,3911.78,USD,system
JE003158,2,2026-04-13,4000,SAPUSER,Sales invoice,INV-000975,-3911.78,USD,system
JE003159,1,2026-04-13,1200,SAPUSER,Billing document posting,INV-000976,5555.52,USD,system
JE003159,2,2026-04-13,4000,SAPUSER,Billing document posting,INV-000976,-5555.52,USD,system
JE003160,1,2026-04-13,1200,SAPUSER,Billing document posting,INV-000977,1521.41,USD,system
JE003160,2,2026-04-13,4000,SAPUSER,Billing document posting,INV-000977,-1521.41,USD,system
JE003161,1,2026-04-13,1200,SAPUSER,Customer billing,INV-000978,3371.42,USD,system
JE003161,2,2026-04-13,4000,SAPUSER,Customer billing,INV-000978,-3371.42,USD,system
JE003162,1,2026-04-13,1200,SAPUSER,Billing document posting,INV-000979,4420.46,USD,system
JE003162,2,2026-04-13,4000,SAPUSER,Billing document posting,INV-000979,-4420.46,USD,system
JE003163,1,2026-04-13,1200,SAPUSER,Customer billing,INV-000980,2341.91,USD,system
JE003163,2,2026-04-13,4000,SAPUSER,Customer billing,INV-000980,-2341.91,USD,system
JE003164,1,2026-04-13,6000,JDOE,Office supplies purchase,EXP-000484,313.94,USD,manual
JE003164,2,2026-04-13,1000,JDOE,Office supplies purchase,EXP-000484,-313.94,USD,manual
JE003165,1,2026-04-13,6000,SMITH_C,Office supplies purchase,EXP-000485,283.28,USD,manual
JE003165,2,2026-04-13,1000,SMITH_C,Office supplies purchase,EXP-000485,-283.28,USD,manual
JE003166,1,2026-04-13,6000,SMITH_C,Office supplies purchase,EXP-000486,116.93,USD,manual
JE003166,2,2026-04-13,1000,SMITH_C,Office supplies purchase,EXP-000486,-116.93,USD,manual
JE003167,1,2026-04-13,6000,JDOE,Office supplies purchase,EXP-000487,45.16,USD,manual
JE003167,2,2026-04-13,1000,JDOE,Office supplies purchase,EXP-000487,-45.16,USD,manual
JE003168,1,2026-04-13,6000,JONES_M,Office supplies purchase,EXP-000488,54.62,USD,manual
JE003168,2,2026-04-13,1000,JONES_M,Office supplies purchase,EXP-000488,-54.62,USD,manual
JE003169,1,2026-04-13,6000,JONES_M,Office supplies purchase,EXP-000489,14.98,USD,manual
JE003169,2,2026-04-13,1000,JONES_M,Office supplies purchase,EXP-000489,-14.98,USD,manual
JE003170,1,2026-04-13,6000,MARTIN_B,Office supplies purchase,EXP-000490,25.12,USD,manual
JE003170,2,2026-04-13,1000,MARTIN_B,Office supplies purchase,EXP-000490,-25.12,USD,manual
JE003171,1,2026-04-13,6000,JONES_M,Office supplies purchase,EXP-001399,238.83,USD,manual
JE003171,2,2026-04-13,1000,JONES_M,Office supplies purchase,EXP-001399,-238.83,USD,manual
JE003172,1,2026-04-13,7000,SMITH_C,Travel expense claim,EXP-001400,203.96,USD,manual
JE003172,2,2026-04-13,1000,SMITH_C,Travel expense claim,EXP-001400,-203.96,USD,manual
JE003173,1,2026-04-13,6000,JDOE,Office supplies purchase,EXP-001401,430.23,USD,manual
JE003173,2,2026-04-13,1000,JDOE,Office supplies purchase,EXP-001401,-430.23,USD,manual
JE003174,1,2026-04-13,7000,MARTIN_B,Travel expense claim,EXP-001402,100.93,USD,manual
JE003174,2,2026-04-13,1000,MARTIN_B,Travel expense claim,EXP-001402,-100.93,USD,manual
JE003175,1,2026-04-13,6000,JONES_M,Office supplies purchase,EXP-001403,411.55,USD,manual
JE003175,2,2026-04-13,1000,JONES_M,Office supplies purchase,EXP-001403,-411.55,USD,manual
JE003176,1,2026-04-13,6000,SMITH_C,Office supplies purchase,EXP-001404,37.45,USD,manual
JE003176,2,2026-04-13,1000,SMITH_C,Office supplies purchase,EXP-001404,-37.45,USD,manual
JE003177,1,2026-04-13,7000,JONES_M,Travel expense claim,EXP-001405,191.34,USD,manual
JE003177,2,2026-04-13,1000,JONES_M,Travel expense claim,EXP-001405,-191.34,USD,manual
JE003178,1,2026-04-14,1200,SAPUSER,Billing document posting,INV-000981,6661.82,USD,system
JE003178,2,2026-04-14,4000,SAPUSER,Billing document posting,INV-000981,-6661.82,USD,system
JE003179,1,2026-04-14,1200,SAPUSER,Customer billing,INV-000982,5533.79,USD,system
JE003179,2,2026-04-14,4000,SAPUSER,Customer billing,INV-000982,-5533.79,USD,system
JE003180,1,2026-04-14,1200,SAPUSER,Sales invoice,INV-000983,5918.96,USD,system
JE003180,2,2026-04-14,4000,SAPUSER,Sales invoice,INV-000983,-5918.96,USD,system
JE003181,1,2026-04-14,1200,SAPUSER,Sales invoice,INV-000984,2655.43,USD,system
JE003181,2,2026-04-14,4000,SAPUSER,Sales invoice,INV-000984,-2655.43,USD,system
JE003182,1,2026-04-14,1200,SAPUSER,Customer billing,INV-000985,1659.07,USD,system
JE003182,2,2026-04-14,4000,SAPUSER,Customer billing,INV-000985,-1659.07,USD,system
JE003183,1,2026-04-14,1200,SAPUSER,Sales invoice,INV-000986,4866.47,USD,system
JE003183,2,2026-04-14,4000,SAPUSER,Sales invoice,INV-000986,-4866.47,USD,system
JE003184,1,2026-04-14,1200,SAPUSER,Billing document posting,INV-000987,2893.49,USD,system
JE003184,2,2026-04-14,4000,SAPUSER,Billing document posting,INV-000987,-2893.49,USD,system
JE003185,1,2026-04-14,1200,SAPUSER,Customer billing,INV-000988,6431.71,USD,system
JE003185,2,2026-04-14,4000,SAPUSER,Customer billing,INV-000988,-6431.71,USD,system
JE003186,1,2026-04-14,1200,SAPUSER,Sales invoice,INV-000989,5953.18,USD,system
JE003186,2,2026-04-14,4000,SAPUSER,Sales invoice,INV-000989,-5953.18,USD,system
JE003187,1,2026-04-14,1200,SAPUSER,Customer billing,INV-000990,1875.46,USD,system
JE003187,2,2026-04-14,4000,SAPUSER,Customer billing,INV-000990,-1875.46,USD,system
JE003188,1,2026-04-14,1200,SAPUSER,Customer billing,INV-000991,4768.88,USD,system
JE003188,2,2026-04-14,4000,SAPUSER,Customer billing,INV-000991,-4768.88,USD,system
JE003189,1,2026-04-14,1200,SAPUSER,Customer billing,INV-000992,3342.87,USD,system
JE003189,2,2026-04-14,4000,SAPUSER,Customer billing,INV-000992,-3342.87,USD,system
JE003190,1,2026-04-14,1200,SAPUSER,Billing document posting,INV-000993,2421.03,USD,system
JE003190,2,2026-04-14,4000,SAPUSER,Billing document posting,INV-000993,-2421.03,USD,system
JE003191,1,2026-04-14,1200,SAPUSER,Billing document posting,INV-000994,3127.38,USD,system
JE003191,2,2026-04-14,4000,SAPUSER,Billing document posting,INV-000994,-3127.38,USD,system
JE003192,1,2026-04-14,6000,SMITH_C,Office supplies purchase,EXP-000491,441.58,USD,manual
JE003192,2,2026-04-14,1000,SMITH_C,Office supplies purchase,EXP-000491,-441.58,USD,manual
JE003193,1,2026-04-14,6000,MARTIN_B,Office supplies purchase,EXP-000492,274.37,USD,manual
JE003193,2,2026-04-14,1000,MARTIN_B,Office supplies purchase,EXP-000492,-274.37,USD,manual
JE003194,1,2026-04-14,6000,JDOE,Office supplies purchase,EXP-000493,360.30,USD,manual
JE003194,2,2026-04-14,1000,JDOE,Office supplies purchase,EXP-000493,-360.30,USD,manual
JE003195,1,2026-04-14,6000,MARTIN_B,Office supplies purchase,EXP-000494,188.62,USD,manual
JE003195,2,2026-04-14,1000,MARTIN_B,Office supplies purchase,EXP-000494,-188.62,USD,manual
JE003196,1,2026-04-14,6000,MARTIN_B,Office supplies purchase,EXP-000495,298.37,USD,manual
JE003196,2,2026-04-14,1000,MARTIN_B,Office supplies purchase,EXP-000495,-298.37,USD,manual
JE003197,1,2026-04-14,6000,SMITH_C,Office supplies purchase,EXP-001406,267.58,USD,manual
JE003197,2,2026-04-14,1000,SMITH_C,Office supplies purchase,EXP-001406,-267.58,USD,manual
JE003198,1,2026-04-14,6000,SMITH_C,Office supplies purchase,EXP-001407,93.36,USD,manual
JE003198,2,2026-04-14,1000,SMITH_C,Office supplies purchase,EXP-001407,-93.36,USD,manual
JE003199,1,2026-04-14,7000,MARTIN_B,Travel expense claim,EXP-001408,248.30,USD,manual
JE003199,2,2026-04-14,1000,MARTIN_B,Travel expense claim,EXP-001408,-248.30,USD,manual
JE003200,1,2026-04-15,6300,MARTIN_B,Utility payment,UTIL-202604,1251.65,USD,manual
JE003200,2,2026-04-15,1000,MARTIN_B,Utility payment,UTIL-202604,-1251.65,USD,manual
JE003201,1,2026-04-15,1200,SAPUSER,Customer billing,INV-000995,2788.38,USD,system
JE003201,2,2026-04-15,4000,SAPUSER,Customer billing,INV-000995,-2788.38,USD,system
JE003202,1,2026-04-15,1200,SAPUSER,Customer billing,INV-000996,2257.94,USD,system
JE003202,2,2026-04-15,4000,SAPUSER,Customer billing,INV-000996,-2257.94,USD,system
JE003203,1,2026-04-15,1200,SAPUSER,Sales invoice,INV-000997,4997.70,USD,system
JE003203,2,2026-04-15,4000,SAPUSER,Sales invoice,INV-000997,-4997.70,USD,system
JE003204,1,2026-04-15,1200,SAPUSER,Sales invoice,INV-000998,1948.27,USD,system
JE003204,2,2026-04-15,4000,SAPUSER,Sales invoice,INV-000998,-1948.27,USD,system
JE003205,1,2026-04-15,1200,SAPUSER,Customer billing,INV-000999,8150.39,USD,system
JE003205,2,2026-04-15,4000,SAPUSER,Customer billing,INV-000999,-8150.39,USD,system
JE003206,1,2026-04-15,1200,SAPUSER,Sales invoice,INV-001000,4677.92,USD,system
JE003206,2,2026-04-15,4000,SAPUSER,Sales invoice,INV-001000,-4677.92,USD,system
JE003207,1,2026-04-15,1200,SAPUSER,Sales invoice,INV-001001,1781.04,USD,system
JE003207,2,2026-04-15,4000,SAPUSER,Sales invoice,INV-001001,-1781.04,USD,system
JE003208,1,2026-04-15,1200,SAPUSER,Billing document posting,INV-001002,8436.07,USD,system
JE003208,2,2026-04-15,4000,SAPUSER,Billing document posting,INV-001002,-8436.07,USD,system
JE003209,1,2026-04-15,6000,JONES_M,Office supplies purchase,EXP-000496,78.83,USD,manual
JE003209,2,2026-04-15,1000,JONES_M,Office supplies purchase,EXP-000496,-78.83,USD,manual
JE003210,1,2026-04-15,6000,JDOE,Office supplies purchase,EXP-000497,386.11,USD,manual
JE003210,2,2026-04-15,1000,JDOE,Office supplies purchase,EXP-000497,-386.11,USD,manual
JE003211,1,2026-04-15,7000,MARTIN_B,Travel expense claim,EXP-000498,167.99,USD,manual
JE003211,2,2026-04-15,1000,MARTIN_B,Travel expense claim,EXP-000498,-167.99,USD,manual
JE003212,1,2026-04-15,6000,MARTIN_B,Office supplies purchase,EXP-000499,443.79,USD,manual
JE003212,2,2026-04-15,1000,MARTIN_B,Office supplies purchase,EXP-000499,-443.79,USD,manual
JE003213,1,2026-04-15,6000,MARTIN_B,Office supplies purchase,EXP-000500,170.85,USD,manual
JE003213,2,2026-04-15,1000,MARTIN_B,Office supplies purchase,EXP-000500,-170.85,USD,manual
JE003214,1,2026-04-15,7000,PEREZ_A,Travel expense claim,EXP-000501,301.10,USD,manual
JE003214,2,2026-04-15,1000,PEREZ_A,Travel expense claim,EXP-000501,-301.10,USD,manual
JE003215,1,2026-04-15,7000,PEREZ_A,Travel expense claim,EXP-000502,398.75,USD,manual
JE003215,2,2026-04-15,1000,PEREZ_A,Travel expense claim,EXP-000502,-398.75,USD,manual
JE003216,1,2026-04-15,7000,JONES_M,Travel expense claim,EXP-001409,98.28,USD,manual
